FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,AddressLine3,AddressLine4,RatingDate/_xsi:nil
219714,03180/0180/A/000,Gourmet Kitchen,Restaurant/Cafe/Canteen,1,180 Burgess Road,Southampton,SO16 3HH,5,fhrs_5_en-GB,2016-05-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39278400000000,50.93819400000000,,,
220303,02750/0045/0/000,Grameen Spice,Takeaway/sandwich shop,7844,45 Bridge Road,Southampton,SO19 7GP,3,fhrs_3_en-GB,2016-08-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.37776400000000,50.90014000000000,,,
220413,03455/0000/3/001,Grand Cafe and Club4,Restaurant/Cafe/Canteen,1,Dockgate 4 Bar & Grill,1 South Western House,SO14 3AA,5,fhrs_5_en-GB,2016-11-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39663300000000,50.89693800000000,Canute Road,Southampton,
219502,20750/2003/2/000,Grand Harbour Hotel,Hotel/bed & breakfast/guest house,7842,The Grand Harbour Hotel,West Quay Road,SO15 1AG,4,fhrs_4_en-GB,2017-12-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.40774500000000,50.89982800000000,Southampton,,
219460,19740/2003/2/000,Great Oaks School,School/college/university,7845,Vermont Close,Southampton,SO16 7LT,5,fhrs_5_en-GB,2013-03-19,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.40975900000000,50.94073600000000,,,
219349,04680/0001/0/000,Great Wall,Takeaway/sandwich shop,7844,1 Cobden Avenue,Southampton,SO18 1FY,5,fhrs_5_en-GB,2016-06-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37551000000000,50.92405700000000,,,
838444,15/00053/FOOD,Green Box Smoothies,Manufacturers/packers,7839,9 Queensway,Southampton,SO14 3AQ,Exempt,fhrs_exempt_en-GB,,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,,,,FHRS,False,-1.40197800000000,50.89818000000000,,,true
219697,17730/7001/0/000,Greengrocers,Retailers - other,4613,Kingsland Market,St. Mary Street,SO14 1NW,5,fhrs_5_en-GB,2008-08-21,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39697100000000,50.90493400000000,Southampton,,
219146,20860/0008/0/000,Greensleeves Residential Care Home,Hospitals/Childcare/Caring Premises,5,8 Westwood Road,Southampton,SO17 1DN,5,fhrs_5_en-GB,2016-11-08,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.40183600000000,50.92262100000000,,,
220270,11/00106/FOOD,Greenways Sure Start,Hospitals/Childcare/Caring Premises,5,St Judes Baptist Church,Shirley Warren,SO16 6AG,5,fhrs_5_en-GB,2011-09-19,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.44016400000000,50.93211800000000,Warren Avenue,Southampton,
219884,09110/0016/0/000,Greenwoods Store,Retailers - other,4613,16 High Road,Swaythling,SO16 2JH,4,fhrs_4_en-GB,2010-10-26,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,10,FHRS,False,-1.38016000000000,50.93713800000000,Southampton,,
219220,05550/2004/2/000,Gregg School,School/college/university,7845,Gregg School,Cutbush Lane,SO18 2GF,5,fhrs_5_en-GB,2013-11-27,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.35776200000000,50.93171200000000,Southampton,,
220350,00080/0101/0/000,Greggs,Retailers - other,4613,101 Above Bar Street,Southampton,SO14 7FG,5,fhrs_5_en-GB,2016-08-23,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.40476500000000,50.90600900000000,,,
219289,02160/0381/0/000,Greggs,Retailers - other,4613,381 - 383 Bitterne Village,Bitterne Road,,5,fhrs_5_en-GB,2018-02-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,,,Southampton,,
220379,16850/0045/0/000,Greggs,Retailers - other,4613,45 Shirley High Street,Southampton,SO15 3NN,5,fhrs_5_en-GB,2013-11-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43280000000000,50.92211000000000,,,
220157,06390/0008/0/000,Greggs,Retailers - other,4613,8 East Street,Southampton,SO14 3HE,5,fhrs_5_en-GB,2016-08-30,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.40325300000000,50.90192700000000,Hampshire,,
220137,11/00142/FOOD,Greggs,Retailers - other,4613,Unit J1,Antelope Park,SO19 8NE,5,fhrs_5_en-GB,2017-11-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,0,FHRS,False,-1.34100000000000,50.90649400000000,Bursledon Road,Southampton,
1007438,17/00123/FOOD,Grill House,Restaurant/Cafe/Canteen,1,393 Shirley Road,Southampton,SO15 3JD,4,fhrs_4_en-GB,2017-08-14,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.42927600000000,50.91941200000000,,,
219087,06/00250/FOOD,Grill On The Hill,Takeaway/sandwich shop,7844,7 Thornhill Park Road,Southampton,SO18 5TP,5,fhrs_5_en-GB,2017-01-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.33808000000000,50.91478600000000,,,
220294,21720/0004/2/000,Grosvenor Casino,Restaurant/Cafe/Canteen,1,Leisureworld,West Quay Road,,5,fhrs_5_en-GB,2015-01-14,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.41560200000000,50.90499800000000,Southampton,,
219525,08250/2006/2/000,Grove House Social Club,Pub/bar/nightclub,7843,Grosvenor Square,Southampton,SO15 2BE,5,fhrs_5_en-GB,2009-02-13,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40847500000000,50.91066800000000,,,
671656,05/00019/ALLPRE,GS Store News Food and Off Licence,Retailers - other,4613,31 Chapel Road,Southampton,SO14 5GL,3,fhrs_3_en-GB,2017-03-14,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.39253000000000,50.90190800000000,,,
219341,11780/0001/0/000,H Palace,Restaurant/Cafe/Canteen,1,1 Manor Farm Road,Southampton,SO18 1NN,5,fhrs_5_en-GB,2016-04-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37567300000000,50.92464100000000,,,
219963,09/00138/FOOD,Hadi Cash And Carry Ltd,Retailers - other,4613,200 Derby Road,Newtown,SO14 0DS,4,fhrs_4_en-GB,2016-01-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.39355300000000,50.91181400000000,Southampton,,
219962,10/00150/FOOD,Hai Shui,Restaurant/Cafe/Canteen,1,First Floor,137 High Street,SO14 2BS,2,fhrs_2_en-GB,2014-02-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,15,10,10,FHRS,False,-1.40410100000000,50.90009700000000,Southampton,,
219578,01660/0006/0/000,Halladays Tea Rooms,Restaurant/Cafe/Canteen,1,6 Bedford Place,Southampton,SO15 2DB,5,fhrs_5_en-GB,2016-12-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40587100000000,50.91186800000000,,,
219983,20430/2002/2/000,Halls Catering,School/college/university,7845,Connaught Hall Of Residence,Wessex Lane,SO18 2NS,5,fhrs_5_en-GB,2013-02-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.37530600000000,50.93823700000000,Southampton,,
220368,13840/2000/2/000,Halls Catering,School/college/university,7845,Highfield Halls Of Residence,Omdurman Road,SO17 1AW,5,fhrs_5_en-GB,2017-03-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.40182700000000,50.92994000000000,Southampton,,
219684,02860/0000/2/000,Halo Catering,Restaurant/Cafe/Canteen,1,St Mary's Stadium,Britannia Road,SO14 5FP,5,fhrs_5_en-GB,2013-12-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39083400000000,50.90653900000000,Southampton,,
610685,21020/4425/3/006,Hamper Tobacconist,Retailers - other,4613,Flat 6 Westfield Corner,Wide Lane,SO18 2LE,4,fhrs_4_en-GB,2013-11-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.37285100000000,50.94197300000000,Southampton,Hampshire,
626394,11/00160/FOOD,Hampshire Autistic Society,Restaurant/Cafe/Canteen,1,Armstrong House,3A Bassett Avenue,SO16 7DP,5,fhrs_5_en-GB,2013-11-29,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.40716500000000,50.93761100000000,Southampton,,
1007441,17/00127/FOOD,Hampshire Care Limited- Mercury House,Hospitals/Childcare/Caring Premises,5,85 Mercury Close,Southampton,SO16 8BJ,5,fhrs_5_en-GB,2017-08-22,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.45053803920746,50.93811035156250,,,
704048,14/00004/FOOD,Hampshire Dining Ltd,Restaurant/Cafe/Canteen,1,Unit 1,Building 15 Shamrock Quay,SO14 5QL,5,fhrs_5_en-GB,2017-03-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.38014800000000,50.91017900000000,William Street,Southampton,
219885,09200/0033/0/000,Hampton Lodge,Hospitals/Childcare/Caring Premises,5,33 Hill Lane,Southampton,SO15 5WF,5,fhrs_5_en-GB,2017-02-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.41475500000000,50.91233600000000,,,
533925,12/00083/FOOD,Handmade Burger Company,Restaurant/Cafe/Canteen,1,Unit R08 Mezzanine Food Level,West Quay Shopping Centre,SO15 1QE,5,fhrs_5_en-GB,2014-11-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40719900000000,50.90359300000000,Harbour Parade,Southampton,
838180,11/00089/FOOD,Hanwells Cakes and Classes,Other catering premises,7841,20 Chapel Crescent,Southampton,SO19 8JW,5,fhrs_5_en-GB,2016-03-31,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.35471800000000,50.90174100000000,Hampshire,,
220258,04680/0003/0/000,Happy 2000,Takeaway/sandwich shop,7844,3 Cobden Avenue,Southampton,SO18 1FY,3,fhrs_3_en-GB,2016-12-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,5,FHRS,False,-1.37551000000000,50.92405700000000,,,
590117,13/00062/FOOD,Happy Bunnies Pre School,Restaurant/Cafe/Canteen,1,St Monica Infant School,Bay Road,SO19 8EZ,5,fhrs_5_en-GB,2017-09-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.35531400000000,50.89877700000000,Southampton,,
219643,18890/0009/0/000,Happy Garden,Takeaway/sandwich shop,7844,9 Thornhill Park Road,Southampton,SO18 5TP,5,fhrs_5_en-GB,2014-10-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.33808000000000,50.91478600000000,,,
219668,14860/0015/0/000,Happy House,Takeaway/sandwich shop,7844,15 Portsmouth Road,Southampton,SO19 9BA,5,fhrs_5_en-GB,2018-01-11,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37980800000000,50.89824400000000,,,
960908,17/00061/FOOD,Happy Snappy Campers,Mobile caterer,7846,2 Lancaster Road,Southampton,SO16 5DP,5,fhrs_5_en-GB,2017-09-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,0,FHRS,False,-1.44928800000000,50.93543400000000,,,
220386,05/00307/FOOD,Happy Wok,Takeaway/sandwich shop,7844,36 Bevois Valley Road,Bevois Valley,SO14 0JR,1,fhrs_1_en-GB,2017-03-22,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,20,10,20,FHRS,False,-1.39589800000000,50.91642100000000,Southampton,,
220180,12010/2001/2/000,Harbour Lights Cinema,Restaurant/Cafe/Canteen,1,Maritime Walk,Southampton,SO14 3TL,5,fhrs_5_en-GB,2010-08-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.39371500000000,50.89498100000000,,,
220019,10760/2001/2/000,Hardmoor Early Years Centre,Hospitals/Childcare/Caring Premises,5,Leaside Way,Southampton,SO16 3EP,5,fhrs_5_en-GB,2017-06-08,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.38580100000000,50.94538700000000,,,
220047,04160/0000/2/000,Hare and Hounds,Pub/bar/nightclub,7843,Cheriton Avenue,Southampton,SO18 5JE,5,fhrs_5_en-GB,2010-04-23,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.33464700000000,50.92014400000000,,,
838430,15/00034/FOOD,Harefield Community Pre-School,School/college/university,7845,Harefield Primary School,Yeovil Chase,SO18 5NZ,5,fhrs_5_en-GB,2017-03-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.34693000000000,50.92074300000000,Southampton,,
907940,16/00094/FOOD,Harefield Fish Bar,Restaurant/Cafe/Canteen,1,Unit 2,59 Somerset Avenue,SO18 5FR,5,fhrs_5_en-GB,2016-06-24,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.34501900000000,50.91697400000000,Southampton,,
219140,20860/0006/0/000,Harefield Lodge,Hospitals/Childcare/Caring Premises,5,6 Westwood Road,Southampton,SO17 1DN,5,fhrs_5_en-GB,2012-05-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,5,FHRS,False,-1.40183600000000,50.92262100000000,,,
219635,21620/0000/2/000,Harefield Primary School,School/college/university,7845,Yeovil Chase,Bitterne,SO18 5NZ,5,fhrs_5_en-GB,2014-09-23,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.34693000000000,50.92074400000000,Southampton,,
219752,21760/0000/2/R01,Harry Ramsdens,Restaurant/Cafe/Canteen,1,Unit R01 Mezzanine Food Level,West Quay Shopping Centre,SO15 1QE,5,fhrs_5_en-GB,2012-03-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.40719900000000,50.90359300000000,Harbour Parade,Southampton,
219928,11840/2005/2/000,Haskins Garden Centre,Restaurant/Cafe/Canteen,1,Mansbridge Road,West End,SO18 3HW,5,fhrs_5_en-GB,2016-07-29,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.35638500000000,50.93768400000000,Southampton,,
219698,09110/0094/0/000,Hatchers,Retailers - other,4613,92 - 94 High Road,Swaythling,SO16 2HZ,5,fhrs_5_en-GB,2010-10-22,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37979000000000,50.93926800000000,Southampton,,
219712,10550/0033/0/000,Haven Rose Residential Care Home,Hospitals/Childcare/Caring Premises,5,33 Landguard Road,Southampton,SO15 5DL,5,fhrs_5_en-GB,2017-08-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.41822500000000,50.91235300000000,,,
434431,10/00112/FOOD,Healthy Options,Mobile caterer,7846,Lansdowne House,Castle Lane,SO14 2BU,4,fhrs_4_en-GB,2015-02-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.40514000000000,50.90109200000000,Southampton,,
219463,07/00185/FOOD,Heartbeat Educational Centre (Level F North Wing),Hospitals/Childcare/Caring Premises,5,Southampton General Hospital,Tremona Road,SO16 6YD,5,fhrs_5_en-GB,2011-05-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43511500000000,50.93302900000000,Southampton,Hampshire,
219448,19650/2002/0/000,Heathfield Junior School,School/college/university,7845,Valentine Avenue,Southampton,SO19 0EQ,5,fhrs_5_en-GB,2014-03-05,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.34306400000000,50.89821400000000,,,
219880,20550/0011/0/000,Herbies Pizza,Takeaway/sandwich shop,7844,11 West End Road,Bitterne,SO18 6TE,5,fhrs_5_en-GB,2016-10-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.36171600000000,50.91525900000000,Southampton,,
220280,03270/0300/2/001,High Firs Stores,Retailers - other,4613,300 Bursledon Road,Southampton,SO19 8ND,5,fhrs_5_en-GB,2016-03-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.34382100000000,50.90716600000000,,,
330740,11/00025/FOOD,High Quality Butchers,Retailers - other,4613,167 Shirley Road,Southampton,SO15 3FG,4,fhrs_4_en-GB,2015-09-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,True,-1.42265500000000,50.91418300000000,Hampshire,,
626392,09/00117/FOOD,High Street News And Photos,Retailers - other,4613,11A Shirley High Street,Southampton,SO15 3NJ,5,fhrs_5_en-GB,2013-11-19,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43196900000000,50.92145800000000,,,
219470,06/00271/FOOD,Highfield C of E Infant and Junior School,School/college/university,7845,Hawthorn Road,Southampton,SO17 1PX,5,fhrs_5_en-GB,2011-05-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.39982700000000,50.93277200000000,,,
219200,09070/2004/2/000,Highfield Church Centre,Hospitals/Childcare/Caring Premises,5,Highfield Lane,Southampton,SO17 1RL,5,fhrs_5_en-GB,2011-05-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.39563700000000,50.92995400000000,,,
219325,09/00154/FOOD,Highfield Hall Bar,Pub/bar/nightclub,7843,Highfield Halls Of Residence,Omdurman Road,SO17 1AW,3,fhrs_3_en-GB,2010-11-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,10,FHRS,False,-1.40182700000000,50.92994000000000,Southampton,,
219109,09070/0119/0/000,Highfield House Hotel,Hospitals/Childcare/Caring Premises,5,119 Highfield Lane,Southampton,SO17 1AQ,5,fhrs_5_en-GB,2012-07-30,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.39160900000000,50.92782800000000,,,
219879,19360/0000/2/000,Hightown Primary School,School/college/university,7845,Tunstall Road,Southampton,SO19 6AA,5,fhrs_5_en-GB,2017-12-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.32821300000000,50.90360600000000,,,
220144,03180/0216/A/000,Hoffers Bakery,Retailers - other,4613,216A Burgess Road,Southampton,SO16 3AY,4,fhrs_4_en-GB,2017-02-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.39143000000000,50.93832200000000,,,
220311,09270/0000/2/000,Holcroft House,Hospitals/Childcare/Caring Premises,5,Holcroft Road,Southampton,SO19 6HA,5,fhrs_5_en-GB,2016-10-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.32662700000000,50.90999100000000,,,
219968,08940/2008/2/000,Holiday Inn,Hotel/bed & breakfast/guest house,7842,Herbert Walker Avenue,Western Docks,SO15 1HJ,5,fhrs_5_en-GB,2017-06-14,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42264400000000,50.90351700000000,Southampton,,
219580,06390/0018/0/000,Holland and Barrett,Retailers - other,4613,18 East Street,Southampton,SO14 3HG,5,fhrs_5_en-GB,2012-02-03,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,0,FHRS,False,-1.40191500000000,50.90198300000000,,,
219189,03/00015/ALLPRE,Holland and Barrett,Retailers - other,4613,419 Shirley Road,Southampton,SO15 3JF,5,fhrs_5_en-GB,2012-02-02,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43080000000000,50.92050800000000,,,
219354,16470/0000/2/000,Hollybrook Infant School,School/college/university,7845,Seagarth Close,Southampton,SO16 6RN,5,fhrs_5_en-GB,2015-09-21,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.42142000000000,50.93579400000000,,,
220188,16480/2004/2/000,Hollybrook Junior School,School/college/university,7845,Seagarth Lane,Southampton,SO16 6RL,5,fhrs_5_en-GB,2015-09-21,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42174900000000,50.93451900000000,,,
219124,07910/0028/0/000,Holmhurst Care Home,Hospitals/Childcare/Caring Premises,5,28 Gordon Avenue,Southampton,SO14 6WD,5,fhrs_5_en-GB,2015-07-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.39745300000000,50.92373100000000,,,
220271,11860/2001/2/000,Holy Family Catholic Primary School,School/college/university,7845,Mansel Road West,Southampton,SO16 9LP,5,fhrs_5_en-GB,2010-11-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.46419900000000,50.93084600000000,Hampshire,,
219130,06/00152/FOOD,Holy Family Pre School,Hospitals/Childcare/Caring Premises,5,Mansel Road West,Southampton,SO16 9LP,5,fhrs_5_en-GB,2007-12-03,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.46419900000000,50.93084600000000,Hampshire,,
219343,20760/0045/0/000,Home From Home,Hospitals/Childcare/Caring Premises,5,45 Westridge Road,Southampton,SO17 2HP,5,fhrs_5_en-GB,2013-07-09,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.39079900000000,50.92235700000000,,,
838429,15/00033/FOOD,Homiez Food,Mobile caterer,7846,Flat 39,City Annexe,SO14 5FR,Exempt,fhrs_exempt_en-GB,,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,,,,FHRS,False,-1.39189200000000,50.90066300000000,90 Andersons Road,Southampton,true
219598,06/00149/FOOD,Honeybeez Pre School,Hospitals/Childcare/Caring Premises,5,Honeysuckle Road,Southampton,SO16 3BZ,5,fhrs_5_en-GB,2008-06-23,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.39118700000000,50.93943500000000,,,
219762,07300/0121/0/000,Hong Kong House,Restaurant/Cafe/Canteen,1,121 Foundry Lane,Southampton,SO15 3GB,5,fhrs_5_en-GB,2015-02-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43191000000000,50.91464200000000,,,
220410,14220/0010/0/000,Hong Kong Inn,Takeaway/sandwich shop,7844,10 Park Street,Southampton,SO16 4RJ,4,fhrs_4_en-GB,2014-03-18,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,5,FHRS,False,-1.43456200000000,50.92233400000000,,,
220421,12510/0022/2/000,Hope Lodge School,School/college/university,7845,22 Midanbury Lane,Southampton,SO18 4HP,5,fhrs_5_en-GB,2011-05-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.37190100000000,50.91839000000000,,,
219479,01810/0041/0/000,Hope Lodge School,School/college/university,7845,41 Belmont Road,Southampton,SO17 2GD,5,fhrs_5_en-GB,2012-07-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.38985600000000,50.92371900000000,,,
570625,06/00306/FOOD,Hot and Tasty,Restaurant/Cafe/Canteen,1,5 Westbrook Way,Southampton,SO18 2JY,5,fhrs_5_en-GB,2013-07-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,5,FHRS,False,-1.37501100000000,50.94004300000000,,,
219396,07/00196/COMM,Hotel Chocolat,Retailers - other,4613,Unit 59A Lower Ground Level,West Quay Shopping Centre,SO15 1QE,5,fhrs_5_en-GB,2008-03-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40719900000000,50.90359300000000,Harbour Parade,Southampton,
716764,14/00087/FOOD,Hoxton Bakehouse Ltd,Restaurant/Cafe/Canteen,1,Unit 9B,Loveridge Trading Estate,SO15 1GQ,5,fhrs_5_en-GB,2017-12-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.41684496402740,50.90784835815430,Southbrook Road,Southampton,
552139,16850/0042/0/000,Hungry Diner,Restaurant/Cafe/Canteen,1,42 Shirley High Street,Southampton,SO15 3NF,5,fhrs_5_en-GB,2018-02-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43340000000000,50.92195100000000,,,
220217,10550/0025/0/000,Hunters Lodge Hotel,Hotel/bed & breakfast/guest house,7842,25 Landguard Road,Southampton,SO15 5DL,4,fhrs_4_en-GB,2010-01-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.41822500000000,50.91235300000000,,,
219589,07/00182/FOOD,IBIS Budget,Hotel/bed & breakfast/guest house,7842,Etap Hotel,3 West Quay Road,SO15 1RA,5,fhrs_5_en-GB,2013-01-31,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,5,FHRS,False,-1.41455300000000,50.90577000000000,Southampton,,
